iter	RMSE
0	2.236480341
1	2.104500684
2	1.995489973
3	1.891738428
4	1.794651477
5	1.693685832
6	1.604394296
7	1.525603512
8	1.459251888
9	1.380512749
10	1.304612561
11	1.24743898
12	1.180883433
13	1.119923094
14	1.06515636
15	1.010392287
16	0.9641408053
17	0.9243248201
18	0.8878162762
19	0.8506801207
20	0.8134588318
21	0.7786516937
22	0.7502225224
23	0.7235378487
24	0.6965087635
25	0.6734142652
26	0.6572407018
27	0.6367936728
28	0.6151046336
29	0.5987641298
30	0.5742875875
31	0.5569508752
32	0.5423515674
33	0.5288335673
34	0.5177266344
35	0.5024630071
36	0.4928767722
37	0.4792760632
38	0.4654063493
39	0.4563949219
40	0.4450605585
41	0.4359519851
42	0.4254901909
43	0.4152242816
44	0.410035763
45	0.4033635738
46	0.3991999552
47	0.3922573522
48	0.3844027924
49	0.3770928642
50	0.3719613327
51	0.3670713865
52	0.3594658558
53	0.3546744266
54	0.3466864338
55	0.3393105445
56	0.3324419954
57	0.3278801507
58	0.3216685415
59	0.3171046599
60	0.3117694913
61	0.3063331523
62	0.3032314341
63	0.29800908
64	0.2945107852
65	0.2891803646
66	0.284312748
67	0.279846893
68	0.2751887618
69	0.2713169166
70	0.2671910509
71	0.262720808
72	0.2585662694
73	0.2549801693
74	0.2503588043
75	0.2467392107
76	0.2437114228
77	0.2400163397
78	0.235654455
79	0.2320702123
80	0.2289507153
81	0.2265395591
82	0.2233166866
83	0.2202266059
84	0.2173558326
85	0.2150757458
86	0.2120824897
87	0.2081018301
88	0.2044926662
89	0.2022271603
90	0.1989559856
91	0.1966738855
92	0.1936976304
93	0.1911094632
94	0.1882001508
95	0.1849778129
96	0.1831951485
97	0.1806018274
98	0.1774195456
99	0.1746460463
100	0.1720842554
101	0.1701731604
102	0.1656733674
103	0.1639373526
104	0.1612948465
105	0.1591815952
106	0.1578289871
107	0.1549797438
108	0.1527451834
109	0.1494048443
110	0.1478667515
111	0.1459783944
112	0.1436920909
113	0.1416826414
114	0.1398590027
115	0.137784979
116	0.1362520651
117	0.1339908413
118	0.1329598042
119	0.1311311562
120	0.1294155814
121	0.1272768291
122	0.1250250145
123	0.123402633
124	0.1220212313
125	0.1202198162
126	0.1192141694
127	0.1179333499
128	0.115953046
129	0.1139604267
130	0.1123968869
131	0.1113469123
132	0.1097517885
133	0.1085774303
134	0.1066429009
135	0.1056984182
136	0.1044998384
137	0.1032754745
138	0.102364636
139	0.1005345451
140	0.09933790666
141	0.09796369356
142	0.09618741409
143	0.09538447776
144	0.09401483186
145	0.09309052996
146	0.09183602152
147	0.09047453397
148	0.08923873273
149	0.08805166619
150	0.08641056957
151	0.0852620241
152	0.08410657978
153	0.08270090195
154	0.08176892744
155	0.08100948479
156	0.08000296631
157	0.07881849737
158	0.07769388206
159	0.07690528154
160	0.07621416986
161	0.07520363949
162	0.07439671828
163	0.07295379132
164	0.07173242346
165	0.07101355018
166	0.0701097599
167	0.06935990685
168	0.06824043755
169	0.06775608018
170	0.06704133073
171	0.06620995984
172	0.06537926663
173	0.06468528667
174	0.06371963896
175	0.06307857197
176	0.06208472062
177	0.06169563627
178	0.06064133525
179	0.05989499703
180	0.05925174541
181	0.05841945177
182	0.05767696447
183	0.05706669553
184	0.05643516337
185	0.05540131104
186	0.05422841237
187	0.05380777244
188	0.05278759966
189	0.05231658766
190	0.0518825778
191	0.05111270974
192	0.05047735024
193	0.04994941632
194	0.04944426539
195	0.04898839559
196	0.04849816549
197	0.04798277129
198	0.04716473814
199	0.04653989534
200	0.04617447506
201	0.04585076788
202	0.04549281776
203	0.04503458028
204	0.04449293708
205	0.04416666496
206	0.04367287714
207	0.04342028259
208	0.04277851191
209	0.04250626464
210	0.04166585711
211	0.04112115575
212	0.04074941618
213	0.04011877015
214	0.03961354981
215	0.03912247461
216	0.03851337637
217	0.03805165695
218	0.03759607241
219	0.03699906836
220	0.03664486146
221	0.03643025921
222	0.0359585906
223	0.0355434985
224	0.03513038606
225	0.03487783819
226	0.03454336596
227	0.03430906363
228	0.03369268524
229	0.03328427702
230	0.03288803082
231	0.03253881216
232	0.03203625821
233	0.0316748416
234	0.03130702831
235	0.03077531847
236	0.03058128484
237	0.03028676102
238	0.02992310222
239	0.02961093257
240	0.02934167847
241	0.02892495123
242	0.02851256726
243	0.02798388326
244	0.02766920908
245	0.02736799157
246	0.02709966557
247	0.02671154781
248	0.02626069986
249	0.02595791651
250	0.02565868697
251	0.02548269425
252	0.02525401887
253	0.0250403439
254	0.02465702813
255	0.02440089147
256	0.02418037275
257	0.02381309438
258	0.02356498788
259	0.02328847314
260	0.02310561401
261	0.02286014224
262	0.02258047365
263	0.02231102985
264	0.02195405787
265	0.02162385527
266	0.02131605345
267	0.02112439733
268	0.02078506733
269	0.02066531203
270	0.02039459881
271	0.02016597255
272	0.01986917855
273	0.01959709537
274	0.01946212024
275	0.01921977341
276	0.01910881524
277	0.01892281971
278	0.01865843193
279	0.01841668372
280	0.01818463936
281	0.01796902221
282	0.01769923332
283	0.01744006009
284	0.01725583716
285	0.01708569122
286	0.01680496015
287	0.01663350891
288	0.01638745256
289	0.01616880154
290	0.01604490192
291	0.01591118112
292	0.01573316861
293	0.01552289748
294	0.01530947014
295	0.01515344474
296	0.01504853251
297	0.01479328852
298	0.01467316275
299	0.01441519741
300	0.01432889298
301	0.0140772921
302	0.01392304443
303	0.01375131497
304	0.01363940978
305	0.01351475241
306	0.01331175204
307	0.01319628818
308	0.01305319292
309	0.01296866214
310	0.01279944516
311	0.01273104496
312	0.01263928322
313	0.01257506419
314	0.01249313508
315	0.01237429333
316	0.01223029097
317	0.01205302828
318	0.01199354474
319	0.01188321783
320	0.01180631217
321	0.01175223456
322	0.01156530648
323	0.01140890735
324	0.01128547988
325	0.01122870175
326	0.01102793037
327	0.01087055818
328	0.01078116862
329	0.01062732996
330	0.01051574671
331	0.01042570529
332	0.0103453144
333	0.01023433981
334	0.01018633506
335	0.01013553434
336	0.01005748553
337	0.009965474701
338	0.009845986472
339	0.009755674545
340	0.009686157036
341	0.009625002465
342	0.00956912832
343	0.009399756689
344	0.009297976799
345	0.009200924211
346	0.009139375152
347	0.009007150771
348	0.008865564976
349	0.00881149058
350	0.008770137963
351	0.008700295579
352	0.00863428196
353	0.008498417246
354	0.008449489174
355	0.008319257466
356	0.00824659712
357	0.008138940251
358	0.008040992142
359	0.007908001876
360	0.007847098293
361	0.007734183222
362	0.007669723172
363	0.007557039427
364	0.007451219632
365	0.007426082414
366	0.007386954804
367	0.007333685549
368	0.007280062455
369	0.007250366306
370	0.007211698104
371	0.007119748251
372	0.007032018868
373	0.006972379009
374	0.006910845664
375	0.006842901414
376	0.006782288627
377	0.00665328401
378	0.006607473702
379	0.006536162782
380	0.00641412669
381	0.006286347536
382	0.006188154154
383	0.00612889841
