iter	RMSE
384	0.006091569784
385	0.005988262779
386	0.005919479127
387	0.00580373332
388	0.00576803271
389	0.005714006578
390	0.005658973177
391	0.005541489083
392	0.005503530975
393	0.005434826421
394	0.005369721977
395	0.005304865577
396	0.005246535692
397	0.005172099955
398	0.005138079457
399	0.005069943397
400	0.00500994269
401	0.004934940654
402	0.00489365129
403	0.004814367685
404	0.00476354975
405	0.004729597667
406	0.004685661502
407	0.004651865625
408	0.004636167529
409	0.0045972482
410	0.004574431392
411	0.004508606013
412	0.004470523717
413	0.004418690305
414	0.004381179253
415	0.004335958282
416	0.004291454032
417	0.004254855767
418	0.00419978866
419	0.00416812079
420	0.004131270507
421	0.004104984693
422	0.004084666146
423	0.004052829474
424	0.003995223156
425	0.003966100682
426	0.003924783169
427	0.003891024754
428	0.003843493044
429	0.003795222838
430	0.003753846488
431	0.003724007864
432	0.003688824379
433	0.003667194829
434	0.003615625213
435	0.003581716006
436	0.003546214931
437	0.003514672074
438	0.003485068139
439	0.003456465656
440	0.003432050249
441	0.003380398031
442	0.003345347861
443	0.003323152299
444	0.003289887908
445	0.003263297301
446	0.003235753792
447	0.003202901336
448	0.003168193106
449	0.003151857442
450	0.003118226342
451	0.003091193636
452	0.003040442259
453	0.003003142057
454	0.002977897317
455	0.002950698619
456	0.00292935284
457	0.002915543443
458	0.00288707038
459	0.00285682277
460	0.002808078292
461	0.002789839519
462	0.002735022784
463	0.002692725515
464	0.002649166058
465	0.002635832457
466	0.002592638117
467	0.00257282052
468	0.002545611515
469	0.002519792117
470	0.002507438152
471	0.002490327699
472	0.002475141115
473	0.002449581282
474	0.002415046048
475	0.002390923274
476	0.002370486261
477	0.002355361581
478	0.002337452459
479	0.002294855233
480	0.002274661794
481	0.002258239278
482	0.002221493123
483	0.002211288406
484	0.002176169496
485	0.002160548268
486	0.002146607393
487	0.00212635765
488	0.002100294725
489	0.002078719691
490	0.002056554917
491	0.002024034723
492	0.002005108553
493	0.001971393973
494	0.001947491686
495	0.00193013974
496	0.001906970645
497	0.001896704691
498	0.001867045372
499	0.001837957814
500	0.001824321324
501	0.001806508267
502	0.00177669833
503	0.001758521964
504	0.001747882412
505	0.001736346712
506	0.001708785593
507	0.001696493858
508	0.001681000263
509	0.001671715699
510	0.001665313189
511	0.001642773462
512	0.00162171329
513	0.001607117888
514	0.00158812766
515	0.00157635416
516	0.001563380538
517	0.001551415758
518	0.001544463812
519	0.001534253735
520	0.001524485607
521	0.00149892752
522	0.001481315271
523	0.001463452068
524	0.001454269147
525	0.001433801366
526	0.001421602162
527	0.001414095862
528	0.001403188554
529	0.001396770756
530	0.001387451214
531	0.001368042512
532	0.001347858907
533	0.001341619994
534	0.001321431917
535	0.001300094454
536	0.001292144785
537	0.00128528597
538	0.001275850606
539	0.001267053163
540	0.001256455012
541	0.001234818813
542	0.001219300899
543	0.001205743745
544	0.00119525265
545	0.001185049925
546	0.001175566606
547	0.00116200561
548	0.001147072808
549	0.001141742927
550	0.001128239311
551	0.001119299241
552	0.001103823802
553	0.001098147264
554	0.001090226216
555	0.001080918574
556	0.001063926473
557	0.001058572703
558	0.001051287186
559	0.001034302769
560	0.001025352033
561	0.0010146203
562	0.001006123499
563	0.0009907958888
564	0.0009800503895
565	0.0009646715765
566	0.0009576334633
567	0.0009490273935
568	0.0009367840656
569	0.0009291009497
570	0.0009183924708
571	0.0009087970465
572	0.0008993496041
573	0.0008919899305
574	0.0008840744855
575	0.000875584474
576	0.0008701628426
577	0.0008639594682
578	0.0008589683777
579	0.0008518432367
580	0.0008469557246
581	0.0008339587276
582	0.0008264429767
583	0.0008198186785
584	0.0008076318139
585	0.0008002071988
586	0.0007875091334
587	0.0007834125297
588	0.0007721222581
589	0.0007653255129
590	0.0007560306826
591	0.0007503848324
592	0.0007429727727
593	0.0007369205164
594	0.0007237221172
595	0.0007204014061
596	0.0007130531521
597	0.0007037482993
598	0.0006986146699
599	0.0006915522721
600	0.0006840334099
601	0.0006786789471
602	0.000675074793
603	0.0006697671336
604	0.0006604232089
605	0.0006563669044
606	0.0006526551476
607	0.0006473283374
608	0.0006425194005
609	0.0006384186103
610	0.0006311040424
611	0.0006240174293
612	0.0006209575862
613	0.0006139279761
614	0.0006081444298
615	0.0006048575788
616	0.0006004991224
617	0.0005947198867
618	0.0005893350882
619	0.0005821585531
620	0.0005789247158
621	0.0005757900657
622	0.0005724309148
623	0.0005679812458
624	0.0005630311864
625	0.0005569817207
626	0.000551411869
627	0.0005439601549
628	0.0005394509088
629	0.0005328225793
630	0.0005271216733
631	0.000519001683
632	0.0005140302666
633	0.0005114288695
634	0.0005034185886
635	0.0004959909863
636	0.0004909630278
637	0.0004890176429
